title,link,image,date
SMEC to present at the 2023 Australasian Coasts & Ports Conference in Queensland,https://www.smec.com/general/smec-to-present-at-the-2023-australasian-coasts-ports-conference-in-queensland/,https://www.smec.com/wp-content/uploads/2023/08/Woody-Point-Seawall-Renewal-02.jpg,"Aug 7, 2023"
SMEC Philippines inaugurates new office space in Manila,https://www.smec.com/general/smec-philippines-inaugurates-new-office-space-in-manila/,https://www.smec.com/wp-content/uploads/2023/08/SMEC-PH-New-Office-08-1.jpg,"Aug 4, 2023"
SMEC helping drive success in the Solomon Islands Roads and Aviation Project,https://www.smec.com/general/smec-helping-drive-success-in-the-solomon-islands-roads-and-aviation-project/,https://www.smec.com/wp-content/uploads/2023/08/SIRAP-Phase-3-CS-02.jpg,"Aug 4, 2023"
Engineers Australia Thought Leaders series: Digital solution lights the way for Burnley Tunnel,https://www.smec.com/general/engineers-australia-thought-leaders-series-digital-solution-lights-the-way-for-burnley-tunnel/,https://www.smec.com/wp-content/uploads/2023/08/burnley-tunnel.jpg,"Aug 3, 2023"
"SMEC to support Super Trishuli Hydroelectric Project, Nepal",https://www.smec.com/project-win/smec-to-support-super-trishuli-hydroelectric-project-nepal/,https://www.smec.com/wp-content/uploads/2023/08/Upstream-of-Barrage-Site.jpeg,"Aug 1, 2023"
"Chennai Metro phase 2, corridor 5: first U Girders erected",https://www.smec.com/general/chennai-metro-phase-2-corridor-5-first-u-girders-erected/,https://www.smec.com/wp-content/uploads/2023/07/1st-U-Girder-2560x1280-1-scaled.jpg,"Jul 28, 2023"
New SMEC Foundation projects for 2023,https://www.smec.com/general/new-smec-foundation-projects-for-2023/,https://www.smec.com/wp-content/uploads/2023/07/Image-3.jpg,"Jul 24, 2023"
SMEC specialist in Geotechnics presents thought-provoking technical talk on pressure tunnels for hydropower projects,https://www.smec.com/uncategorized-kg/smec-specialist-in-geotechnics-presents-thought-provoking-technical-talk-on-pressure-tunnels-for-hydropower-projects/,https://www.smec.com/wp-content/uploads/2023/07/header-image-ats-tech-talk.jpg,"Jul 21, 2023"
Lake Volta Master Plan: Regional Development Plan approval,https://www.smec.com/general/lake-volta-master-plan-regional-development-plan-approval/,https://www.smec.com/wp-content/uploads/2023/07/Volta-Steering-committee.banner-1024x341-1.jpg,"Jul 19, 2023"
Emerging Professionals attend Conference on Railway Excellence – CORE23,https://www.smec.com/general/emerging-professionals-attend-conference-on-railway-excellence-core23/,https://www.smec.com/wp-content/uploads/2023/07/CORE-Group-Photo-2_low.jpg,"Jul 18, 2023"
Georgia’s Digital Revolution: Rural Fiber Optic Network to Drive Economic Growth,https://www.smec.com/general/georgias-digital-revolution-rural-fiber-optic-network-to-drive-economic-growth/,https://www.smec.com/wp-content/uploads/2023/07/fibre-optic-georgia-1024x341-1.jpg,"Jul 18, 2023"
SMEC joins Uzbekistan International Partnership Initiatives week,https://www.smec.com/general/smec-joins-uzbekistan-international-partnership-initiatives-week/,https://www.smec.com/wp-content/uploads/2023/07/IMG_3004-scaled.jpg,"Jul 14, 2023"
"SMEC to support preservation of a unique ecosystem, Georgia",https://www.smec.com/general/development-strategy-dighomi-floodplain-rehabilitation/,https://www.smec.com/wp-content/uploads/2023/07/Dighomi.1024x341png.png,"Jul 4, 2023"
SMEC engaged for power distribution modernisation project in Timor-Leste,https://www.smec.com/general/smec-engaged-for-power-distribution-modernisation-project-in-timor-leste/,https://www.smec.com/wp-content/uploads/2023/07/Picture1.jpg,"Jul 4, 2023"
SMEC’s technical specialists present at the Australia and New Zealand Conference on Geomechanics 2023 in Cairns,https://www.smec.com/general/smecs-technical-specialists-present-at-the-australia-and-new-zealand-conference-on-geomechanics-2023-in-cairns/,https://www.smec.com/wp-content/uploads/2023/06/conference-geomechanics-anz.jpg,"Jun 28, 2023"
SMEC key leader in Social Value and Engagement presents at EIANZ 2023 Impact Assessment Symposium in Canberra,https://www.smec.com/general/smec-key-leader-in-social-value-and-engagement-presents-at-eianz-2023-impact-assessment-symposium-in-canberra/,https://www.smec.com/wp-content/uploads/2023/06/eianz-impact-assessment.jpg,"Jun 26, 2023"
Call for Participants: Market Sounding for the Central Luzon Link Expressway Project,https://www.smec.com/general/call-for-participants-market-sounding-for-the-central-luzon-link-expressway-project/,https://www.smec.com/wp-content/uploads/2023/06/Llanera-aerial_enhance_animation_ss-scaled.jpg,"Jun 22, 2023"
SMEC’s technical specialists in waste and resource recovery present at the 2023 Australian Landfill and Transfer Station Conference,https://www.smec.com/general/smecs-technical-specialists-in-waste-and-resource-recovery-present-at-the-2023-australian-landfill-and-transfer-station-conference/,https://www.smec.com/wp-content/uploads/2023/06/aus-landfill-transfer-station-conference-banner-1.jpg,"Jun 16, 2023"
Industry partnerships key to building our renewable future together,https://www.smec.com/general/industry-partnerships-key-to-building-our-renewable-future-together/,https://www.smec.com/wp-content/uploads/2023/06/Newsroom-Banner_borumba-pumped-hydro.jpg,"Jun 15, 2023"
A new home for Ghana Immigration Services,https://www.smec.com/general/a-new-home-for-ghana-immigration-services/,https://www.smec.com/wp-content/uploads/2023/06/Capture_GIS.jpg,"Jun 8, 2023"
"Renewable energy pioneers, SMEC, contract with Fortescue Future Industries to deliver future engineering",https://www.smec.com/media-release/renewable-energy-pioneers-smec-contract-with-fortescue-future-industries-to-deliver-future-engineering/,https://www.smec.com/wp-content/uploads/2023/06/Fortescue-smec-press-relerase.jpg,"Jun 7, 2023"
SMEC celebrates Tashkent office opening,https://www.smec.com/uncategorized-brn/smec-celebrates-tashkent-office-opening/,https://www.smec.com/wp-content/uploads/2023/06/%D1%84%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84-%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9-%D0%9D%D0%B5%D1%81%D1%82%D0%B5%D1%80%D0%B5%D0%BD%D0%BA%D0%BE-33-scaled.jpg,"Jun 2, 2023"
"SMEC to carry out design review and construction supervision for World Bank Water program, Uganda",https://www.smec.com/project-win/smec-to-carry-out-design-review-and-construction-supervision-for-world-bank-water-program-uganda/,https://www.smec.com/wp-content/uploads/2023/06/Water-is-life_long-may-rivers-flow_my-green-pod.webp,"Jun 1, 2023"
Pacific Highway improvements at Hexham (Hexham Straight Widening),https://www.smec.com/general/pacific-highway-improvements-at-hexham-hexham-straight-widening/,https://www.smec.com/wp-content/uploads/2023/06/hexham-straight-1024x341-1.png,"Jun 1, 2023"
"SMEC speaks at 2023 ASEAN Quantity Surveying Association Congress, Malaysia",https://www.smec.com/general/smec-speaks-at-2023-asean-quantity-surveying-association-congress-malaysia/,https://www.smec.com/wp-content/uploads/2023/05/Habibie-at-AQSA-03.jpg,"May 30, 2023"
"SMEC awarded Project Management Consultancy of the Year, Ghana",https://www.smec.com/general/smec-awarded-project-management-consultancy-of-the-year-ghana/,https://www.smec.com/wp-content/uploads/2023/05/sld_SMEC-Team_GWABE-Awards-2023.jpg,"May 26, 2023"
SMEC’s Water Resource engineers present at the 2023 Floodplain Management Australia National Conference in Sydney,https://www.smec.com/general/smecs-water-resource-engineers-present-at-the-2023-floodplain-management-australia-national-conference-in-sydney/,https://www.smec.com/wp-content/uploads/2023/05/FMA-banner.png,"May 23, 2023"
Haryana Orbital Rail prepares to begin new civil contract package,https://www.smec.com/general/haryana-orbital-rail-prepares-to-begin-new-civil-contract-package/,https://www.smec.com/wp-content/uploads/2023/05/Haryana_slider1.jpg,"May 18, 2023"
SMEC to carry out feasibility study for rehabilitation of Pauanda Hydropower Project in PNG,https://www.smec.com/general/smec-to-carry-out-feasibility-study-for-rehabilitation-of-pauanda-hydropower-project-in-png/,https://www.smec.com/wp-content/uploads/2023/05/Pauanda-HPP-PNG-02.jpg,"May 18, 2023"
SMEC’s technical specialists in bridges present at the Australian Small Bridges Conference 2023 in Gold Coast,https://www.smec.com/general/smecs-technical-specialists-in-bridges-present-at-the-australian-small-bridges-conference-2023-in-gold-coast/,https://www.smec.com/wp-content/uploads/2023/05/aus-bridge-conference-image.jpg,"May 15, 2023"
SMEC and Arup joint venture awarded major Sydney Metro package as design partners in the Parklife Metro consortium,https://www.smec.com/general/smec-and-arup-joint-venture-awarded-major-sydney-metro-package-as-design-partners-in-the-parklife-metro-consortium/,https://www.smec.com/wp-content/uploads/2023/05/SSTOM-banner-1024x341-1.png,"May 13, 2023"
SMEC’s technical specialists in tunnelling present at the ITA-AITES World Tunnel Congress 2023 in Greece,https://www.smec.com/general/smecs-technical-specialists-in-tunnelling-present-at-the-ita-aites-world-tunnel-congress-2023-in-greece/,https://www.smec.com/wp-content/uploads/2023/05/world-tunnel-congress-header.jpg,"May 12, 2023"
SMEC key leader in environment and hydropower sustainability presents at International Association for Impact Assessment (IAIA) Conference,https://www.smec.com/general/smec-key-leader-in-environment-and-hydropower-sustainability-presents-at-international-association-for-impact-assessment-iaia-conference/,https://www.smec.com/wp-content/uploads/2023/05/iaia-conference-image.jpg,"May 8, 2023"
SJ Podcast: A Dam Good Energy Source – Sustainable Hydropower Development,https://www.smec.com/general/sj-podcast-a-dam-good-energy-sources-sustainable-hydropower-development/,https://www.smec.com/wp-content/uploads/2023/05/Podcast_DamGoodEnergy.jpg,"May 4, 2023"
"Prime Minister Dr Ngirente visits Gabiro Agribusiness Hub project, Rwanda",https://www.smec.com/general/prime-minister-dr-ngirente-visits-gabiro-agribusiness-hub-project-rwanda/,https://www.smec.com/wp-content/uploads/2023/04/At-one-of-the-Secondary-Pumping-Station.jpg,"Apr 27, 2023"
"SMEC attends contract signing ceremony for comprehensive transport master plan, Dhaka",https://www.smec.com/project-win/smec-attends-contract-signing-ceremony-for-comprehensive-transport-master-plan-dhaka/,https://www.smec.com/wp-content/uploads/2023/04/TMP_1.jpg,"Apr 4, 2023"
"SMEC opens new flagship office in Assam, India",https://www.smec.com/media-release/smec-opens-new-flagship-office-in-assam-india/,https://www.smec.com/wp-content/uploads/2023/03/2Y1B7684_edit-scaled-e1680050951340.jpg,"Mar 29, 2023"
SMEC Australia’s Esther Soon and Madeline Harty receive accolades at the Consult Australia Awards for Excellence,https://www.smec.com/general/smec-australias-esther-soon-and-madeline-harty-receive-accolades-at-the-consult-australia-awards-for-excellence/,https://www.smec.com/wp-content/uploads/2023/03/Esther-Soon-and-Madeline-Harty.png,"Mar 27, 2023"
SMEC commences the rehabilitation and upgrade of Shinyanga Regional Airport in Tanzania,https://www.smec.com/project-win/smec-commences-the-rehabilitation-and-upgrade-of-shinyanga-regional-airport-in-tanzania/,https://www.smec.com/wp-content/uploads/2023/03/Shinyanga-airport.jpg,"Mar 24, 2023"
Creating access to water for the community of Lora Miana,https://www.smec.com/general/creating-access-to-water-for-the-community-of-lora-miana/,https://www.smec.com/wp-content/uploads/2023/03/20221012-Village-being-facilitated.jpeg,"Mar 22, 2023"
SMEC helping prepare funding readiness of Micronesia sustainable road project,https://www.smec.com/general/smec-helping-prepare-funding-readiness-of-micronesia-sustainable-road-project/,https://www.smec.com/wp-content/uploads/2023/03/Micronesia_1120x630px.jpg,"Mar 21, 2023"
SMEC supervising upgrade of Central Cross Island Road in Samoa,https://www.smec.com/project-win/smec-supervising-upgrade-of-central-cross-island-road-in-samoa/,https://www.smec.com/wp-content/uploads/2023/03/Thumbnail-CCIR.jpg,"Mar 16, 2023"
"SMEC to implement climate-resilient irrigation solutions, Uzbekistan",https://www.smec.com/project-win/smec-to-create-climate-resilient-irrigation-solutions-uzbekistan/,https://www.smec.com/wp-content/uploads/2023/03/MicrosoftTeams-image-80-scaled.jpg,"Mar 13, 2023"
"Baime Hydropower set to be commissioned, PNG",https://www.smec.com/general/baime-hydropower-set-to-be-commissioned-png/,https://www.smec.com/wp-content/uploads/2022/09/banner-baime.jpg,"Mar 10, 2023"
SMEC appointed as Project Management Consultant for Dhaka Sanitation Improvement project,https://www.smec.com/general/smec-appointed-as-project-management-consultant-for-dhaka-sanitation-improvement-project/,https://www.smec.com/wp-content/uploads/2023/03/bangladesh-dhaka-pixabay_0.jpg,"Mar 7, 2023"
"SMEC to supervise upgrade of Base-Butaro-Kidaho road, Rwanda",https://www.smec.com/general/smec-to-supervise-upgrade-of-base-butaro-kidaho-road-rwanda/,https://www.smec.com/wp-content/uploads/2023/03/Map-from-Lydia.png,"Mar 2, 2023"
Karen Atkinson joins IHA & Latin America energy industry delegates to highlight opportunities in energy transition,https://www.smec.com/uncategorized-id/karen-atkinson-joins-iha-and-brazilian-energy-industry-delegates-to-highlight-opportunities-in-energy-transition/,https://www.smec.com/wp-content/uploads/2023/03/Itaipu2.jpg,"Mar 1, 2023"
SMEC awarded Best HR Strategy in line with Business at Global Best Employer Brands 2023,https://www.smec.com/general/smec-wins-world-hrd-congress-award-bangladesh/,https://www.smec.com/wp-content/uploads/2023/02/Award-tile.png,"Feb 28, 2023"
"Roads and Highways Department, Bangladesh launches national bridge program",https://www.smec.com/general/roads-and-highways-department-bangladesh-launches-national-bridge-program/,https://www.smec.com/wp-content/uploads/2023/02/8-Bridges-4-scaled.jpg,"Feb 21, 2023"
SMEC and Surbana Jurong join Enterprise Singapore delegation at UPGIS23,https://www.smec.com/general/smec-and-surbana-jurong-join-enterprise-singapore-delegation-at-upgis23/,https://www.smec.com/wp-content/uploads/2023/02/UP-investor-Summit-3-scaled.jpg,"Feb 14, 2023"
"Mchinji/Mwami One Stop Border Post (OSBP) officially opened, Zambia",https://www.smec.com/general/mchinji-mwami-one-stop-border-post-osbp-officially-opened-zambia/,https://www.smec.com/wp-content/uploads/2023/01/20221207_120644-scaled.jpg,"Feb 1, 2023"
"SMEC appointed to lead Lake Volta Master Plan, Ghana",https://www.smec.com/general/smec-appointed-to-lead-lake-volta-master-plan-ghana/,https://www.smec.com/wp-content/uploads/2023/02/Lake-front-views-scaled.jpg,"Feb 1, 2023"
"SMEC caps year with tree planting at La Mesa Watershed Reservation, Philippines",https://www.smec.com/general/smec-caps-year-with-tree-planting-at-la-mesa-watershed-reservation-philippines/,https://www.smec.com/wp-content/uploads/2022/12/SMF5C91-scaled.jpg,"Dec 19, 2022"
SMEC appointed as Independent Certifier for the Western Harbour Tunnel Project,https://www.smec.com/general/smec-appointed-as-independent-certifier-for-the-western-harbour-tunnel-project/,https://www.smec.com/wp-content/uploads/2022/12/western-harbour-tunnel-package-2.jpg,"Dec 14, 2022"
"South Tube Civil works completed on landmark Tunnel under the Karnaphuli river, Chittagong",https://www.smec.com/general/south-tube-civil-works-completed-on-landmark-tunnel-under-the-karnaphuli-river-chittagong/,https://www.smec.com/wp-content/uploads/2022/12/9S6A3639-scaled.jpg,"Dec 13, 2022"
SMEC supports construction of water and sanitation facilities in Fiji,https://www.smec.com/general/smec-supports-construction-of-water-and-sanitation-facilities-in-fiji/,https://www.smec.com/wp-content/uploads/2022/12/Nov-2-Post-Sainiana-V-scaled.jpg,"Dec 12, 2022"
SMEC Foundation celebrates 21 years of making a difference,https://www.smec.com/general/smec-foundation-celebrates-21-years-of-making-a-difference/,https://www.smec.com/wp-content/uploads/2022/11/SMEC-Foundation-Intranet-Birthday-TILE-V5.jpg,"Nov 22, 2022"
"Manila, NLEX-SLEX Connector Road Project set to open",https://www.smec.com/general/manila-nlex-slex-connector-road-project-set-to-open/,https://www.smec.com/wp-content/uploads/2022/11/NLEX5.png,"Nov 21, 2022"
Sharing insights at the International Development Opportunities Seminar,https://www.smec.com/general/sharing-insights-at-the-international-development-opportunities-seminar/,https://www.smec.com/wp-content/uploads/2022/11/Libby-scaled.jpg,"Nov 14, 2022"
SMEC joins Qazaq Green Association in Kazakhstan,https://www.smec.com/general/smec-joins-qazaq-green-association-in-kazakhstan/,https://www.smec.com/wp-content/uploads/2022/11/Kazakhstan-press-relerase.jpg,"Nov 14, 2022"
"Restoring livelihoods and landscapes through improved watershed capacity, Malawi",https://www.smec.com/general/restoring-livelihoods-and-landscapes-through-improved-watershed-capacity-malawi/,https://www.smec.com/wp-content/uploads/2022/11/iStock-1179591298_sml.jpg,"Nov 9, 2022"
SMEC designs Zanzibar’s first double carriage flyovers,https://www.smec.com/uncategorized-pg/smec-designs-zanzibars-first-double-carriage-flyovers/,https://www.smec.com/wp-content/uploads/2022/11/Picture2.jpg,"Nov 7, 2022"
"President Joko Widodo inaugurates Cibitung – Cilincing toll road, Indonesia",https://www.smec.com/general/president-joko-widodo-inaugurates-cibitung-cilincing-toll-road-indonesia/,https://www.smec.com/wp-content/uploads/2022/11/President.jpg,"Nov 2, 2022"
Tanzania’s Motonga-Makete highway officially opens,https://www.smec.com/general/tanzanias-motonga-makete-highway-officially-opens/,https://www.smec.com/wp-content/uploads/2022/10/Makete.jpg,"Oct 31, 2022"
SMEC South Africa commences infrastructure upgrades for landmark urban development,https://www.smec.com/general/smec-south-africa-secures-landmark-appointment/,https://www.smec.com/wp-content/uploads/2022/10/Westtown.jpg,"Oct 31, 2022"
TBM launched at Nepal’s Sunkoshi Marin Diversion Multipurpose Project,https://www.smec.com/general/tbm-launched-at-nepals-sunkoshi-marin-diversion-multipurpose-project/,https://www.smec.com/wp-content/uploads/2022/10/Sunkoshi_tile2.jpg,"Oct 26, 2022"
"Connecting people and places safely through the N4-8X upgrade, South Africa",https://www.smec.com/media-release/connecting-people-and-places-safely-through-the-n4-8x-upgrade-south-africa/,https://www.smec.com/wp-content/uploads/2022/10/N4_Newsroom.scaled.jpg,"Oct 24, 2022"
"SMEC drives innovative road maintenance program, Indonesia",https://www.smec.com/general/smec-supports-innovative-road-maintenance-program-in-indonesia/,https://www.smec.com/wp-content/uploads/2022/10/PHJD-scaled.jpg,"Oct 18, 2022"
Prieska Power Reserve green hydrogen first of its kind in South Africa,https://www.smec.com/general/prieska-power-reserve-green-hydrogen-first-of-its-kind-in-south-africa/,https://www.smec.com/wp-content/uploads/2022/10/Prieska_MR.jpg,"Oct 11, 2022"
SMEC appointed to deliver Commonwealth Avenue Bridge Renewal Project,https://www.smec.com/general/smec-appointed-to-deliver-commonwealth-avenue-bridge-renewal-project/,https://www.smec.com/wp-content/uploads/2022/10/SMEC-appointed-to-deliver-Commonwealth-Avenue-Bridge-Renewal-Project-1.jpg,"Oct 6, 2022"
SMEC and partner NGO deliver relief packages to earthquake victims in Indonesia,https://www.smec.com/general/smec-and-partner-ngo-deliver-relief-packages-to-earthquake-victims-in-indonesia/,https://www.smec.com/wp-content/uploads/2022/10/relief-packages-to-earthquake-victims-in-Indonesia-.jpg,"Oct 3, 2022"
"SMEC to supervise Rwanda Energy Access, rural electrification works",https://www.smec.com/general/smec-to-supervise-rwanda-energy-access-rural-electrification-works/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-to-supervise-Rwanda-Energy-Access-Rural-Electrification-900x420-1.jpg,"Sep 29, 2022"
SMEC engaged for Kenyir Dam repair and mitigation works,https://www.smec.com/project-win/smec-engaged-for-kenyir-dam-repair-and-mitigation-works/,https://www.smec.com/wp-content/uploads/2022/10/Kenyir-Dam.png,"Sep 21, 2022"
"Dar es Salaam, accessible public transport expansion",https://www.smec.com/uncategorized-bd/dar-es-salaam-accessible-public-transport-expansion/,https://www.smec.com/wp-content/uploads/2022/10/Dar-es-Salaam-accessible-public-transport-expansion.jpg,"Sep 20, 2022"
"Hydropower investigation, Sierra Leone",https://www.smec.com/general/generating-clean-energy-in-sierra-leone-to-combat-energy-deficit/,https://www.smec.com/wp-content/uploads/2022/09/9698ed7db13250181740a9d76982aeed.jpg,"Sep 16, 2022"
Showcasing technical excellence at Madrid Footbridge Conference 2022,https://www.smec.com/general/showcasing-technical-excellence-at-madrid-footbridge-conference-2022/,https://www.smec.com/wp-content/uploads/2022/09/22d011b5639a108edbbb01a54296f21d.jpg,"Sep 15, 2022"
SMEC to lead major infrastructure development at Port Lae Tidal Basin (Phase 2),https://www.smec.com/general/smec-to-lead-major-infrastructure-development-at-port-lae-tidal-basin-phase-2/,https://www.smec.com/wp-content/uploads/2022/09/9bf5cb42bfff138e7878b3f94c605ad7.jpg,"Sep 5, 2022"
Climate and Disaster Resilient Irrigation and Drainage set to reshape lives of farmers in Tajikistan,https://www.smec.com/general/climate-and-disaster-resilient-irrigation-and-drainage-set-to-reshape-lives-of-farmers-in-tajikistan/,https://www.smec.com/wp-content/uploads/2022/09/Climate-and-Disaster-Resilient-Irrigation-and-Drainage-set-to-reshape-lives-of-farmers-in-Tajikistan.jpg,"Aug 24, 2022"
"SMEC selected as Transaction Advisor for CLLEX Phase II, Philippines",https://www.smec.com/project-win/smec-selected-as-transaction-advisor-for-cllex-phase-ii-philippines/,https://www.smec.com/wp-content/uploads/2022/09/SMEC-selected-as-Transaction-Advisor-for-CLLEX-Phase-II-Philippines.jpg,"Aug 23, 2022"
"SMEC helping improve livelihoods of 630,000 households in Cambodia",https://www.smec.com/general/smec-helping-improve-livelihoods-of-630000-households-in-cambodia-2/,https://www.smec.com/wp-content/uploads/2022/09/c8c94c79f478ef28ad3f6398d5d5394f.jpg,"Aug 10, 2022"
Western Cape team in South Africa continues to flourish,https://www.smec.com/general/western-cape-team-in-south-africa-continues-to-flourish/,https://www.smec.com/wp-content/uploads/2022/08/Western-Cape-team-in-South-Africa-continues-to-flourish.jpeg,"Jul 19, 2022"
"SMEC wins water supply and wastewater project in Bina Harbour, Solomon Islands",https://www.smec.com/project-win/smec-wins-water-supply-and-wastewater-project-in-bina-harbour-solomon-islands/,https://www.smec.com/wp-content/uploads/2022/07/SMEC-wins-water-supply-and-wastewater-project-in-Bina-Harbour-Solomon-Islands-1.jpeg,"Jul 18, 2022"
SMEC donates to earthquake victims in Indonesia,https://www.smec.com/general/smec-donates-to-earthquake-victims-in-indonesia-2/,https://www.smec.com/wp-content/uploads/2022/09/86da12e7e9f529236f0ca0bd0ea42df0.jpg,"Jul 12, 2022"
SMEC partners with Tata Projects to deliver India’s first net-zero emissions airport,https://www.smec.com/general/smec-partners-with-tata-projects-to-deliver-indias-first-net-zero-emissions-airport/,https://www.smec.com/wp-content/uploads/2022/09/afaeed6940dec8b90be0a541cf416440.jpg,"Jul 11, 2022"
Catchment management plans to support vulnerable communities in Malawi,https://www.smec.com/general/catchment-management-plans-to-support-vulnerable-communities-in-malawi/,https://www.smec.com/wp-content/uploads/2022/09/3fbaa0935d7f7a5eccab5057e812607a.jpg,"Jul 7, 2022"
SMEC Ghana celebrates completion of Ghana Power Compact,https://www.smec.com/general/smec-ghana-celebrates-completion-of-ghana-power-compact/,https://www.smec.com/wp-content/uploads/2022/09/857a3307a4631c397e26a5d779fe80ff.jpg,"Jul 7, 2022"
"A critical water source for Zomba and surrounding areas, Malawi",https://www.smec.com/general/a-critical-water-source-for-zomba-and-surrounding-areas-malawi/,https://www.smec.com/wp-content/uploads/2022/08/A-critical-water-source.jpg,"Jul 7, 2022"
SMEC Bangladesh recognised by the Great Place to Work institute,https://www.smec.com/general/smec-bangladesh-recognised-by-the-great-place-to-work-institute/,https://www.smec.com/wp-content/uploads/2022/09/fafe9cc82d919bb3cd9a7f9364969d4d.jpeg,"Jul 4, 2022"
"SMEC to investigate 200MW hydro-solar hybrid model, Ghana",https://www.smec.com/general/smec-to-investigate-200mw-hydro-solar-hybrid-model-ghana/,https://www.smec.com/wp-content/uploads/2022/09/7c981f0d9d2195a19995ab3d3c39c1da.jpg,"Jun 28, 2022"
"State dignitaries assess progress at Thwake Multipurpose Dam, Kenya",https://www.smec.com/general/state-dignitaries-assess-progress-at-thwake-multipurpose-dam-kenya/,https://www.smec.com/wp-content/uploads/2022/09/e1023fd2ba07965c180fdc697ad3500b.jpg,"Jun 24, 2022"
Detailed design unveiled for Darsana to Mehepur via Mujibnagar railway project,https://www.smec.com/general/detailed-design-unveiled-for-darsana-to-mehepur-via-mujibnagar-railway-project/,https://www.smec.com/wp-content/uploads/2022/09/2da6d168429595098c376ff4c10c0a28.jpg,"Jun 15, 2022"
"SMEC team kicks off Front End Engineering Design (FEED) for multi liquid fuel pipeline, Ghana",https://www.smec.com/general/smec-team-kicks-off-front-end-engineering-design-feed-for-multi-liquid-fuel-pipeline-ghana/,https://www.smec.com/wp-content/uploads/2022/09/6bbecea61239f9052194d5ad1b0fc571.jpg,"Jun 15, 2022"
Inauguration of University of Ghana Medical Center Primary Substation,https://www.smec.com/general/inauguration-of-university-of-ghana-medical-center-primary-substation/,https://www.smec.com/wp-content/uploads/2022/09/5cb44acfe08f69081effc6cb489db04e.jpg,"Jun 15, 2022"
SMEC South Africa receives top industry rankings in consulting engineering,https://www.smec.com/general/smec-south-africa-receives-top-industry-rankings-in-consulting-engineering/,https://www.smec.com/wp-content/uploads/2022/09/a08246c2e31dcaca5a864967c36aa033.jpg,"Jun 10, 2022"
"Pandoh Bypass to Takoli (section of NH-21) in Himachal Pradesh, India is 75% complete",https://www.smec.com/general/pandoh-bypass-to-takoli-section-of-nh-21-in-himachal-pradesh-india-is-75-complete/,https://www.smec.com/wp-content/uploads/2022/09/0c5c6015c3f1c22cb06ca5572759d771.jpg,"May 31, 2022"
SMEC joins as sponsor of the 37th Australia-PNG Business Forum,https://www.smec.com/general/smec-joins-as-sponsor-of-the-37th-australia-png-business-forum/,https://www.smec.com/wp-content/uploads/2022/09/9d323fd8afbef05d06656042cdfba4d5.jpg,"May 30, 2022"
"SMEC to review design of 3 small hydropower projects in Sabah, Malaysia",https://www.smec.com/general/smec-to-review-design-of-3-small-hydropower-projects-in-sabah-malaysia/,https://www.smec.com/wp-content/uploads/2022/09/ff3db0660b9851ed9f86aa541f3b8eed.jpg,"May 30, 2022"
SMEC South Africa appointed to National Route R521 road upgrade,https://www.smec.com/general/smec-south-africa-appointed-to-national-route-r521-road-upgrade/,https://www.smec.com/wp-content/uploads/2022/09/60595e951a0f1c74f51772b08acc5fe3.jpg,"May 25, 2022"
SMEC awarded consultancy services for the Sunkoshi Marin Diversion Multipurpose Project,https://www.smec.com/general/smec-awarded-consultancy-services-for-the-sunkoshi-marin-diversion-multipurpose-project/,https://www.smec.com/wp-content/uploads/2022/09/2a02f6b3eaf7fde7d36aa88dc7bfb96b.jpg,"May 24, 2022"
SMEC joins global network for impact assessment,https://www.smec.com/general/smec-joins-global-network-for-impact-assessment/,https://www.smec.com/wp-content/uploads/2022/09/ad201107e76b2d9fdf896dd7339a6b5e.jpg,"May 16, 2022"
SMEC extends support to minority school children in Vietnam and cancer education in PNG,https://www.smec.com/uncategorized-en_cl/smec-extends-support-to-minority-school-children-in-vietnam-and-cancer-education-in-png/,https://www.smec.com/wp-content/uploads/2022/09/b83050149710ad730d75ee196f7e7f07.jpg,"May 13, 2022"
"Regional Urban Development – East Urban Corridor, Nepal",https://www.smec.com/general/regional-urban-development-east-urban-corridor-nepal/,https://www.smec.com/wp-content/uploads/2022/09/bab55c2ba38730f98baff00c1048b890.jpg,"May 5, 2022"
SMEC selected for engineering advisory services panel for Tasmanian Ports,https://www.smec.com/general/smec-selected-for-engineering-advisory-services-panel-for-tasmanian-ports/,https://www.smec.com/wp-content/uploads/2022/09/fab63411a1f67a3da3b42e79ce02f75d.jpg,"May 4, 2022"
Engineering Support continues at Edevu Hydropower Project,https://www.smec.com/general/engineering-support-continues-at-edevu-hydropower-project/,https://www.smec.com/wp-content/uploads/2022/09/a8d442292a84ce5d985348536dfced0e.jpg,"May 3, 2022"
SMEC to supervise the construction of road infrastructure improvements in Nepal,https://www.smec.com/general/smec-to-supervise-the-construction-of-road-infrastructure-improvements-in-nepal/,https://www.smec.com/wp-content/uploads/2022/09/114a4b98fe1f0de15e245aeee1ec19cb.jpg,"May 1, 2022"
SMEC completes Commissioning of Rail Safety at Karnataka railway electrification,https://www.smec.com/general/smec-completes-commissioning-of-rail-safety-at-karnataka-railway-electrification/,https://www.smec.com/wp-content/uploads/2022/09/da6d71cc6339b26e61750beb8daa314a.jpg,"Apr 29, 2022"
